importance
0.251801614262
0.0863942175067
0.084435730541
0.0839828405882
0.0447911596656
0.0202331507274
0.018245957117
0.0161207344971
0.0114466974426
0.0108258389798
0.00952049931518
0.00912944564836
0.0082907761368
0.00792192755263
0.00762635045982
0.00760109218835
0.00744332724933
0.00737196599506
0.00711163099366
0.00704693901871
0.00656113514198
0.00646257400756
0.00642369856083
0.00640486443853
0.00637162607833
0.00634065568986
0.00625562795774
0.00601617873158
0.00596123077933
0.00574699709152
0.00551291253891
0.00547618019069
0.00534126293245
0.00528709500972
0.00526048706833
0.00517546464016
0.00515976128007
0.00492389359908
0.00491785373562
0.00489877902196
0.00464703268488
0.00460318695721
0.00451778458681
0.00450266846939
0.00449081061161
0.00448856127959
0.00440195885174
0.00429197526198
0.0042543348271
0.00420876978496
0.00404945163528
0.00398575422362
0.00394349824039
0.00390567382407
0.00384384576726
0.00380289233277
0.00372824996171
0.00363800213799
0.00363687626036
0.00361900058844
0.00359701702311
0.00337562486103
0.00330152085891
0.00313891002874
0.00311759972266
0.00299033431702
0.00295648690632
0.00287721034378
0.00285045598958
0.00261826098543
0.00256872757826
0.00255180835613
0.00254974566325
0.00250420887926
0.00249698192654
0.00246831149139
0.00243330563352
0.00234464672519
0.00233343654784
0.00232090359812
0.00211080842774
0.00208565787186
0.00201810300946
0.00199723613999
0.00161527980195
0.00155987442149
0.00153860531484
0.00153845077603
0.00153815077664
0.00146776108379
0.00132974322606
0.00125835170368
0.00122426845919
0.00120833416105
0.00120025615182
0.00119263776814
0.00117253279801
0.00116661833593
0.00113181070851
0.001124541002
0.0011046243656
0.00109967177524
0.00104875843201
0.0010404622646
0.00100139541608
0.000834196152866
0.00063537934885
0.000633719020236
0.000324483245632
0.000311946255706
0.000308021925655
0.000278738307613
0.000242578208412
0.000202641779797
0.000141947312987
0.00013342159645
0.000118903106428
0.000115927502997
0.00011246857101
0.0001075900052
0.000103673885669
8.13400328345e-05
7.90288997439e-05
7.58354553281e-05
6.98979009279e-05
6.41903837189e-05
5.74725647995e-05
5.39708092691e-05
4.5104404668e-05
3.94454695326e-05
3.8546051149e-05
3.80756266516e-05
3.04449863203e-05
2.57946842391e-05
2.12240787038e-05
1.8714911958e-05
1.57613795212e-05
1.46663257199e-05
1.32865535594e-05
1.29031024643e-05
7.82054005469e-06
7.76254080864e-06
6.58841409336e-06
4.34079446478e-06
2.21108714778e-06
2.48219331212e-09
